ESTU_CONSECUTIVO;ESTU_GENERO;ESTU_CODIGO_RESIDE_MCPIO;ESTU_RESIDE_MPIO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;DESEMP_INGLES;COLE_CODIGO_COLEGIO_FK
SABER1120121000323;F;11001;BOGOTÁ D.C.;52;46;45;40;44;45;45;55;A2;125625
SABER1120121000324;F;25175;CHIA;50;46;38;41;46;43;44;63;B1;125641
SABER1120121000325;M;11001;BOGOTÁ D.C.;63;68;58;55;58;56;66;77;B1;111500
SABER1120121000326;F;11001;BOGOTÁ D.C.;52;62;49;46;44;50;57;72;B1;69013
SABER1120121000327;M;11001;BOGOTÁ D.C.;59;57;58;55;51;56;57;75;B1;69021
SABER1120121000328;M;11001;BOGOTÁ D.C.;61;65;60;58;60;56;59;83;B+;75358
SABER1120121000329;F;11001;BOGOTÁ D.C.;54;41;48;48;54;57;66;70;B1;75366
SABER1120121000330;M;11001;BOGOTÁ D.C.;50;68;47;48;53;62;55;75;B1;75382
SABER1120121000331;F;11001;BOGOTÁ D.C.;61;52;44;55;53;44;54;80;B1;75390
SABER1120121000332;F;11001;BOGOTÁ D.C.;59;51;56;42;46;51;48;77;B1;75416
SABER1120121000333;F;11001;BOGOTÁ D.C.;61;40;53;43;49;47;42;83;B+;75440
SABER1120121000334;M;11001;BOGOTÁ D.C.;54;52;46;54;56;50;54;77;B1;75457
SABER1120121000335;F;11001;BOGOTÁ D.C.;59;62;62;55;48;58;54;70;B1;75465
SABER1120121000336;F;11001;BOGOTÁ D.C.;54;43;54;53;60;56;69;63;B1;75473
SABER1120121000337;F;11001;BOGOTÁ D.C.;59;59;50;35;49;53;57;75;B1;63677
SABER1120121000338;F;11001;BOGOTÁ D.C.;56;46;54;42;44;50;62;65;B1;63693
SABER1120121000339;M;11001;BOGOTÁ D.C.;59;54;64;50;54;55;46;88;B+;63719
SABER1120121000340;M;11001;BOGOTÁ D.C.;46;54;55;43;37;36;42;63;B1;63743
SABER1120121000341;F;25175;CHIA;50;41;44;38;37;44;43;48;A1;63792
SABER1120121000342;M;11001;BOGOTÁ D.C.;66;83;60;61;62;58;68;100;B+;63818
SABER1120121000343;M;73001;IBAGUE;54;55;48;61;55;47;52;50;A1;97345
SABER1120121000344;F;73001;IBAGUE;50;46;45;41;45;50;37;37;A-;97378
SABER1120121000345;F;73001;IBAGUE;44;37;42;32;44;38;29;31;A-;97394
SABER1120121000346;M;73001;IBAGUE;48;57;55;53;51;54;65;59;A2;97402
SABER1120121000347;M;76834;TULUA;52;46;46;39;51;44;47;35;A-;97428
SABER1120121000348;M;8001;BARRANQUILLA;44;40;49;41;47;40;46;35;A-;97436
SABER1120121000349;M;68001;BUCARAMANGA;61;74;53;53;58;54;57;53;A2;97469
SABER1120121000350;F;8001;BARRANQUILLA;41;43;42;29;46;53;39;39;A-;91124
SABER1120121000351;M;25899;ZIPAQUIRA;39;47;36;33;49;45;46;31;A-;91132
SABER1120121000352;F;25899;ZIPAQUIRA;36;30;28;29;39;48;32;37;A-;91165
SABER1120121000353;M;25899;ZIPAQUIRA;54;68;54;57;53;59;59;55;A2;91173
SABER1120121000354;M;25899;ZIPAQUIRA;48;46;40;26;42;41;39;33;A-;117549
SABER1120121000355;F;25899;ZIPAQUIRA;48;40;42;36;49;47;46;35;A-;117564
SABER1120121000356;F;25899;ZIPAQUIRA;48;49;45;32;44;49;29;33;A-;117622
SABER1120121000357;M;25899;ZIPAQUIRA;41;40;44;33;40;44;40;45;A1;117655
SABER1120121000358;M;25899;ZIPAQUIRA;44;47;48;26;48;44;49;39;A-;117754
SABER1120121000359;M;25899;ZIPAQUIRA;44;51;38;12;39;44;39;40;A-;999999
SABER1120121000360;M;11001;BOGOTÁ D.C.;48;40;40;36;42;47;32;23;A-;131532
SABER1120121000361;M;25899;ZIPAQUIRA;46;44;42;26;42;40;25;7;A-;131557
SABER1120121000362;F;13001;CARTAGENA;31;43;36;23;40;42;29;35;A-;131573
SABER1120121000363;M;13001;CARTAGENA;44;43;38;33;42;38;37;46;A1;131607
SABER1120121000364;M;13001;CARTAGENA;38;34;42;41;39;44;39;29;A-;131698
SABER1120121000365;M;19698;SANTANDER DE QUILICHAO;52;55;48;48;44;49;47;46;A1;131706
SABER1120121000366;F;19698;SANTANDER DE QUILICHAO;46;40;42;38;42;42;46;29;A-;131714
SABER1120121000367;F;19698;SANTANDER DE QUILICHAO;44;52;40;48;30;45;37;43;A-;131722
SABER1120121000368;F;19698;SANTANDER DE QUILICHAO;39;40;44;31;42;41;42;35;A-;131748
SABER1120121000369;F;19698;SANTANDER DE QUILICHAO;44;40;38;32;39;39;32;37;A-;131979
SABER1120121000370;F;19698;SANTANDER DE QUILICHAO;48;46;38;37;46;43;32;39;A-;132100
SABER1120121000371;M;73001;IBAGUE;46;33;34;26;36;29;42;33;A-;132134
SABER1120121000372;M;73001;IBAGUE;46;41;39;29;42;43;29;39;A-;132142
SABER1120121000373;M;73001;IBAGUE;39;37;36;26;33;43;42;33;A-;132159
SABER1120121000374;M;73001;IBAGUE;46;49;47;32;33;37;28;42;A-;132167
SABER1120121000375;F;73001;IBAGUE;52;47;42;39;36;41;24;33;A-;132183
SABER1120121000376;F;73001;IBAGUE;44;46;31;32;29;41;39;40;A-;132191
SABER1120121000377;F;73001;IBAGUE;44;40;46;32;42;39;36;37;A-;132209
SABER1120121000378;F;73001;IBAGUE;39;37;36;31;33;41;29;37;A-;132225
SABER1120121000379;F;73001;IBAGUE;48;40;51;42;36;35;32;42;A-;132829
SABER1120121000380;M;73001;IBAGUE;32;8;38;36;39;39;29;35;A-;125658
SABER1120121000381;M;73001;IBAGUE;41;37;46;30;45;35;46;40;A-;125666
SABER1120121000382;M;73001;IBAGUE;52;43;47;26;42;50;48;45;A1;125690
SABER1120121000383;M;73001;IBAGUE;46;30;53;46;53;58;57;46;A1;125708
SABER1120121000384;M;54498;OCAÑA;63;59;50;38;49;42;49;57;A2;125716
SABER1120121000385;F;68001;BUCARAMANGA;50;52;38;39;53;41;47;50;A1;124610
SABER1120121000386;F;68001;BUCARAMANGA;54;68;57;54;61;63;62;39;A-;124636
SABER1120121000387;M;54498;OCAÑA;44;71;49;29;57;40;52;37;A-;128363
SABER1120121000388;M;68755;SOCORRO;56;57;62;64;60;65;57;48;A1;129569
SABER1120121000389;M;70001;SINCELEJO;59;71;55;57;63;61;69;55;A2;122465
SABER1120121000390;M;25269;FACATATIVA;54;62;51;49;56;55;65;51;A1;124404
SABER1120121000391;M;25269;FACATATIVA;52;44;46;43;39;44;52;42;A-;127514
SABER1120121000392;F;85001;YOPAL;46;41;44;41;30;32;29;45;A1;127522
SABER1120121000393;F;85001;YOPAL;46;43;36;52;42;46;32;35;A-;127548
SABER1120121000394;M;85250;PAZ DE ARIPORO;46;49;49;52;49;48;45;47;A1;128116
SABER1120121000395;M;85001;YOPAL;44;49;42;34;46;43;42;42;A-;128124
SABER1120121000396;F;85001;YOPAL;50;37;39;38;47;38;46;33;A-;128157
SABER1120121000397;M;85001;YOPAL;54;34;45;36;39;49;47;43;A1;63834
SABER1120121000398;M;85001;YOPAL;48;40;44;30;49;42;40;37;A-;63883
SABER1120121000399;F;85001;YOPAL;41;29;38;40;49;48;39;42;A-;63917
SABER1120121000400;F;85001;YOPAL;48;44;39;36;49;32;18;37;A-;90704
SABER1120121000401;F;85001;YOPAL;44;47;48;50;42;42;36;43;A1;90746
SABER1120121000402;M;85001;YOPAL;54;37;45;43;44;44;44;37;A-;90761
SABER1120121000403;F;85001;YOPAL;50;33;38;41;20;38;40;29;A-;90779
SABER1120121000404;F;85001;YOPAL;38;43;50;40;42;57;39;39;A-;90795
SABER1120121000405;M;85001;YOPAL;44;40;34;13;42;48;49;40;A-;90803
SABER1120121000406;F;85001;YOPAL;54;34;36;29;24;28;45;42;A-;90811
SABER1120121000407;M;85001;YOPAL;41;43;36;31;39;39;32;39;A-;90829
SABER1120121000408;M;85001;YOPAL;52;41;44;18;39;47;44;43;A1;90837
SABER1120121000409;M;85001;YOPAL;41;51;54;36;54;48;17;26;A-;90852
SABER1120121000410;M;85001;YOPAL;38;29;55;33;51;47;40;40;A-;90860
SABER1120121000411;M;85001;YOPAL;38;29;34;29;42;46;32;26;A-;97626
SABER1120121000412;F;85001;YOPAL;41;43;36;41;39;36;33;33;A-;97634
SABER1120121000413;F;85001;YOPAL;48;43;34;41;30;32;46;33;A-;97642
SABER1120121000414;M;85001;YOPAL;52;29;50;39;49;39;39;33;A-;97659
SABER1120121000415;F;15001;TUNJA;41;43;34;38;45;42;43;39;A-;97667
SABER1120121000416;M;25899;ZIPAQUIRA;59;62;40;39;53;47;52;48;A1;97675
SABER1120121000417;M;85001;YOPAL;44;43;40;46;42;43;42;35;A-;97691
SABER1120121000418;F;85001;YOPAL;48;47;51;41;45;45;54;37;A-;97709
SABER1120121000419;;85001;YOPAL;46;37;34;32;44;39;42;42;A-;97717
SABER1120121000420;M;85001;YOPAL;44;46;44;35;39;41;45;37;A-;97733
SABER1120121000421;M;85001;YOPAL;31;37;42;46;39;40;33;37;A-;115170
SABER1120121000422;M;15001;TUNJA;48;43;47;36;44;41;50;40;A-;115402
SABER1120121000423;F;85001;YOPAL;41;41;31;34;39;37;32;33;A-;111708
SABER1120121000424;F;85001;YOPAL;57;43;36;34;55;42;36;43;A-;111716
SABER1120121000425;F;85001;YOPAL;41;37;39;38;40;52;24;42;A-;111732
SABER1120121000426;M;85001;YOPAL;54;43;46;41;49;39;47;51;A1;111740
SABER1120121000427;F;85001;YOPAL;48;44;39;30;34;40;40;31;A-;111773
SABER1120121000428;F;85250;PAZ DE ARIPORO;48;40;49;42;46;53;45;40;A-;111781
SABER1120121000429;M;85001;YOPAL;35;40;31;37;42;39;42;37;A-;111799
SABER1120121000430;F;85001;YOPAL;48;37;46;34;42;47;29;42;A-;111807
SABER1120121000431;M;85001;YOPAL;44;34;36;42;42;43;39;39;A-;111823
SABER1120121000432;F;85001;YOPAL;46;44;49;22;51;33;25;33;A-;111831
SABER1120121000433;F;85001;YOPAL;41;40;44;27;40;38;37;35;A-;111849
SABER1120121000434;M;11001;BOGOTÁ D.C.;63;78;62;69;58;54;63;77;B1;111864
SABER1120121000435;M;11001;BOGOTÁ D.C.;50;43;58;63;63;59;57;61;A2;111872
SABER1120121000436;F;11001;BOGOTÁ D.C.;54;34;45;52;42;44;46;37;A-;111906
SABER1120121000437;F;50001;VILLAVICENCIO;54;43;42;41;42;43;29;50;A1;111930
SABER1120121000438;M;52001;PASTO;48;46;42;37;57;47;39;35;A-;107847
SABER1120121000439;M;54001;CUCUTA;52;54;52;38;54;52;60;43;A1;107888
SABER1120121000440;F;54001;CUCUTA;41;49;38;29;30;42;44;40;A-;107896
SABER1120121000441;F;54001;CUCUTA;50;43;36;41;44;45;39;47;A1;107920
SABER1120121000442;M;63001;ARMENIA;61;44;48;47;49;53;45;46;A1;107938
SABER1120121000443;F;19532;PATIA(EL BORDO);54;54;55;45;49;44;43;39;A-;107946
SABER1120121000444;F;19532;PATIA(EL BORDO);46;55;42;30;37;35;52;35;A-;107953
SABER1120121000445;F;19532;PATIA(EL BORDO);62;42;50;49;45;54;42;43;A1;107961
SABER1120121000446;M;19532;PATIA(EL BORDO);43;39;31;52;47;44;34;40;A-;131581
SABER1120121000447;M;19532;PATIA(EL BORDO);38;46;42;30;26;38;40;42;A-;131623
SABER1120121000448;M;19532;PATIA(EL BORDO);54;101;60;55;68;72;75;20;A-;131649
SABER1120121000449;M;19532;PATIA(EL BORDO);52;65;42;41;51;42;49;40;A-;131656
SABER1120121000450;F;19532;PATIA(EL BORDO);35;33;40;38;47;42;49;45;A1;132035
SABER1120121000451;M;19532;PATIA(EL BORDO);50;40;47;41;48;45;44;51;A1;132068
SABER1120121000452;F;19532;PATIA(EL BORDO);52;54;52;53;49;62;52;52;A1;132076
SABER1120121000453;F;19532;PATIA(EL BORDO);54;37;39;30;30;38;49;35;A-;132233
SABER1120121000454;F;19532;PATIA(EL BORDO);48;49;39;52;49;42;37;33;A-;132266
SABER1120121000455;F;19001;POPAYAN;44;37;34;32;42;40;36;35;A-;132738
SABER1120121000456;F;19001;POPAYAN;41;43;33;29;46;40;36;35;A-;132746
SABER1120121000457;M;19001;POPAYAN;38;37;40;41;47;53;40;23;A-;132803
SABER1120121000458;F;19532;PATIA(EL BORDO);63;37;58;63;46;45;28;43;A1;132845
SABER1120121000459;M;19532;PATIA(EL BORDO);52;49;42;29;46;36;29;37;A-;132894
SABER1120121000460;M;19532;PATIA(EL BORDO);41;40;33;38;34;44;33;33;A-;128181
SABER1120121000461;F;63001;ARMENIA;54;49;50;35;61;51;51;40;A-;128256
SABER1120121000462;M;19532;PATIA(EL BORDO);48;57;46;34;55;52;49;39;A-;128314
SABER1120121000463;M;76111;BUGA;65;116;58;52;87;71;81;59;A2;128371
SABER1120121000464;F;19532;PATIA(EL BORDO);44;37;36;22;36;35;36;43;A1;128389
SABER1120121000465;F;23001;MONTERIA;44;33;42;39;42;45;44;43;A-;128462
SABER1120121000466;M;23001;MONTERIA;50;46;49;36;42;41;39;33;A-;128470
SABER1120121000467;F;23001;MONTERIA;44;25;40;26;39;36;33;39;A-;128496
SABER1120121000468;F;23001;MONTERIA;61;49;44;43;48;44;42;35;A-;128579
SABER1120121000469;M;23001;MONTERIA;39;40;31;19;49;38;33;43;A1;128652
SABER1120121000470;F;23001;MONTERIA;50;30;40;29;42;40;42;31;A-;128694
SABER1120121000471;M;5154;CAUCASIA;54;49;44;45;49;48;49;33;A-;116152
SABER1120121000472;M;23001;MONTERIA;48;43;45;47;51;35;39;33;A-;116160
SABER1120121000473;M;23001;MONTERIA;31;46;34;43;34;42;52;46;A1;116194
SABER1120121000474;M;23001;MONTERIA;46;47;42;39;42;50;55;35;A-;116202
SABER1120121000475;F;23001;MONTERIA;41;41;41;41;45;50;54;45;A1;116244
SABER1120121000476;F;23001;MONTERIA;48;33;40;23;45;42;24;37;A-;118869
SABER1120121000477;M;23001;MONTERIA;44;57;33;31;36;41;29;37;A-;118877
SABER1120121000478;F;23001;MONTERIA;48;25;41;23;47;44;37;37;A-;97741
SABER1120121000479;F;23001;MONTERIA;57;43;51;36;34;40;40;47;A1;97766
SABER1120121000480;F;11001;BOGOTÁ D.C.;59;54;51;43;60;58;47;59;A2;97774
SABER1120121000481;M;68081;BARRANCABERMEJA;48;65;45;46;60;54;65;43;A-;97790
SABER1120121000482;M;5001;MEDELLIN;54;46;38;39;44;45;49;48;A1;97808
SABER1120121000483;M;17001;MANIZALES;56;59;45;47;42;37;32;40;A-;97816
SABER1120121000484;M;52001;PASTO;50;52;49;43;51;49;47;35;A-;97824
SABER1120121000485;F;52001;PASTO;52;33;48;36;49;45;36;45;A1;97857
SABER1120121000486;F;52001;PASTO;54;52;38;27;47;44;37;35;A-;97865
SABER1120121000487;M;52001;PASTO;50;40;52;60;49;47;46;45;A1;111393
SABER1120121000488;F;52001;PASTO;46;37;51;32;44;43;45;43;A-;111401
SABER1120121000489;F;52001;PASTO;54;68;60;63;49;47;60;55;A2;111419
SABER1120121000490;M;52001;PASTO;66;66;51;52;51;61;62;55;A2;111427
SABER1120121000491;F;52001;PASTO;50;49;44;39;46;50;52;42;A-;111435
SABER1120121000492;F;52356;IPIALES;46;44;46;43;42;35;24;42;A-;111443
SABER1120121000493;F;19001;POPAYAN;61;51;50;48;42;52;43;43;A1;111468
SABER1120121000494;F;52001;PASTO;66;115;36;35;66;66;57;33;A-;90878
SABER1120121000495;F;52001;PASTO;44;19;48;35;29;46;45;37;A-;90886
SABER1120121000496;F;52001;PASTO;46;41;34;35;36;43;36;43;A-;90894
SABER1120121000497;M;52001;PASTO;46;44;51;41;39;45;42;45;A1;90928
SABER1120121000498;F;52001;PASTO;63;99;56;55;78;87;72;53;A2;90936
SABER1120121000499;M;52001;PASTO;39;55;44;32;42;36;36;43;A-;90944
SABER1120121000500;M;52001;PASTO;44;40;40;36;49;38;46;35;A-;90951
SABER1120121000501;M;52001;PASTO;52;57;42;49;46;43;48;46;A1;90969
SABER1120121000502;M;52001;PASTO;50;65;49;39;53;50;57;50;A1;90985
SABER1120121000503;F;52001;PASTO;54;57;44;26;46;41;42;40;A-;90993
SABER1120121000504;M;11001;BOGOTÁ D.C.;48;49;47;47;42;45;42;45;A1;91009
SABER1120121000505;F;52001;PASTO;54;52;58;52;49;52;49;39;A-;91033
SABER1120121000506;F;52001;PASTO;46;60;28;39;44;37;32;42;A-;91041
SABER1120121000507;M;52001;PASTO;54;49;55;43;51;52;57;59;A2;91082
SABER1120121000508;M;52001;PASTO;52;46;44;50;42;32;47;37;A-;107979
SABER1120121000509;F;52001;PASTO;56;43;45;42;46;51;51;40;A-;108027
SABER1120121000510;M;52001;PASTO;52;33;49;33;47;50;37;31;A-;108043
SABER1120121000511;M;52001;PASTO;57;46;49;48;58;45;47;37;A-;108050
SABER1120121000512;M;17001;MANIZALES;57;43;58;43;56;50;33;70;B1;108084
SABER1120121000513;F;52001;PASTO;52;49;48;50;49;48;43;59;A2;103200
SABER1120121000514;F;52001;PASTO;48;25;57;39;44;45;44;33;A-;103226
SABER1120121000515;F;52001;PASTO;61;54;46;50;51;45;57;56;A2;103259
SABER1120121000516;F;52001;PASTO;50;47;48;50;49;47;47;37;A-;103267
SABER1120121000517;F;52001;PASTO;50;100;40;37;66;51;65;26;A-;103291
SABER1120121000518;M;52001;PASTO;44;49;45;31;39;47;52;42;A-;109561
SABER1120121000519;F;52001;PASTO;54;54;44;45;40;42;43;43;A1;109579
SABER1120121000520;M;19001;POPAYAN;52;52;51;43;61;59;54;50;A1;66381
SABER1120121000521;F;52001;PASTO;52;65;49;41;49;61;66;48;A1;66415
SABER1120121000522;F;52001;PASTO;54;60;47;41;45;44;46;45;A1;66423
SABER1120121000523;F;52001;PASTO;61;55;49;44;49;59;54;45;A1;66431
SABER1120121000524;M;52001;PASTO;44;49;53;53;53;56;47;57;A2;66456
SABER1120121000525;M;52001;PASTO;50;51;56;53;65;58;49;40;A-;132910
SABER1120121000526;M;52001;PASTO;63;74;58;53;66;60;66;77;B1;132928
SABER1120121000527;M;52001;PASTO;61;115;58;31;42;45;0;26;A-;131870
SABER1120121000528;F;52001;PASTO;46;46;48;35;33;45;16;48;A1;131888
SABER1120121000529;M;52001;PASTO;50;41;53;46;46;43;42;42;A-;131953
SABER1120121000530;F;52001;PASTO;35;33;42;13;47;44;52;37;A-;131987
SABER1120121000531;F;52001;PASTO;63;91;57;60;69;77;72;56;A2;131995
SABER1120121000532;M;52001;PASTO;71;100;44;37;61;46;32;43;A-;132282
SABER1120121000533;F;52001;PASTO;50;79;49;34;46;49;66;33;A-;132290
SABER1120121000534;F;52001;PASTO;61;62;50;53;51;43;36;20;A-;132308
SABER1120121000535;F;52001;PASTO;65;84;56;63;79;71;86;51;A1;132316
SABER1120121000536;F;52001;PASTO;63;66;55;45;45;57;69;57;A2;132332
SABER1120121000537;F;52001;PASTO;63;57;52;41;53;56;44;47;A1;132381
SABER1120121000538;M;52001;PASTO;46;43;45;46;42;56;52;43;A1;132399
SABER1120121000539;F;52001;PASTO;48;49;50;45;45;45;52;45;A1;132407
SABER1120121000540;M;52001;PASTO;52;49;49;34;44;45;25;43;A1;132449
SABER1120121000541;F;52001;PASTO;61;40;52;52;44;48;45;51;A1;132472
SABER1120121000542;M;86001;MOCOA;52;46;53;48;48;36;44;42;A-;118729
SABER1120121000543;M;19001;POPAYAN;59;65;60;50;56;61;72;43;A1;118737
SABER1120121000544;F;52001;PASTO;35;43;31;32;34;44;44;35;A-;118745
SABER1120121000545;F;52001;PASTO;59;47;53;57;58;55;57;53;A2;118885
SABER1120121000546;M;52001;PASTO;48;40;47;39;42;52;44;43;A1;118752
SABER1120121000547;F;52001;PASTO;54;57;49;46;55;50;42;43;A1;118786
SABER1120121000548;M;52001;PASTO;52;47;62;57;53;55;51;43;A-;118802
SABER1120121000549;F;52001;PASTO;54;40;45;26;42;38;52;29;A-;118901
SABER1120121000550;F;52001;PASTO;44;40;45;45;40;47;46;46;A1;118919
SABER1120121000551;M;52001;PASTO;50;46;44;41;42;42;43;37;A-;118927
SABER1120121000552;F;52001;PASTO;48;37;44;35;39;46;39;39;A-;118976
SABER1120121000553;M;5001;MEDELLIN;56;49;53;32;34;44;39;47;A1;118984
SABER1120121000554;F;5001;MEDELLIN;46;65;42;37;46;49;47;45;A1;118810
SABER1120121000555;F;5001;MEDELLIN;52;49;60;63;61;50;54;42;A-;116145
SABER1120121000556;M;19001;POPAYAN;61;57;60;72;54;45;63;43;A1;118992
SABER1120121000557;F;86749;SIBUNDOY;69;79;55;57;56;59;66;57;A2;119008
SABER1120121000558;M;41001;NEIVA;44;37;45;36;49;47;39;35;A-;119016
SABER1120121000559;F;66001;PEREIRA;63;57;45;38;54;48;46;45;A1;119032
SABER1120121000560;F;86749;SIBUNDOY;57;68;52;48;56;55;52;46;A1;122416
SABER1120121000561;M;52001;PASTO;57;57;48;48;46;52;50;56;A2;122630
SABER1120121000562;F;86749;SIBUNDOY;59;65;47;48;61;61;52;52;A1;131037
SABER1120121000563;M;17001;MANIZALES;61;62;50;60;63;61;66;57;A2;113068
SABER1120121000564;F;86749;SIBUNDOY;52;49;56;52;56;61;60;55;A2;113076
SABER1120121000565;F;86749;SIBUNDOY;57;51;46;44;39;48;45;50;A1;113092
SABER1120121000566;M;86749;SIBUNDOY;63;60;51;60;61;55;69;52;A1;113118
SABER1120121000567;F;52001;PASTO;61;72;58;61;57;60;54;52;A1;113126
SABER1120121000568;M;86749;SIBUNDOY;61;72;46;50;57;52;68;48;A1;113134
SABER1120121000569;M;25175;CHIA;69;89;62;66;61;77;81;88;B+;111567
SABER1120121000570;F;11001;BOGOTÁ D.C.;62;66;60;60;57;65;70;80;B1;111591
SABER1120121000571;M;11001;BOGOTÁ D.C.;62;72;66;63;64;56;67;83;B+;111617
SABER1120121000572;M;11001;BOGOTÁ D.C.;59;75;58;58;49;58;55;92;B+;111625
SABER1120121000573;F;11001;BOGOTÁ D.C.;52;63;49;48;54;50;52;70;B1;111633
SABER1120121000574;F;11001;BOGOTÁ D.C.;56;83;58;63;58;66;76;96;B+;111641
SABER1120121000575;F;11001;BOGOTÁ D.C.;59;71;54;53;55;62;69;88;B+;111658
SABER1120121000576;F;11001;BOGOTÁ D.C.;52;60;62;50;55;47;42;80;B1;111674
SABER1120121000577;F;11001;BOGOTÁ D.C.;61;57;54;71;63;55;62;92;B+;111682
SABER1120121000578;M;11001;BOGOTÁ D.C.;66;89;56;60;66;53;72;92;B+;106807
SABER1120121000579;M;11001;BOGOTÁ D.C.;50;74;58;43;60;62;71;88;B+;106815
SABER1120121000580;M;25175;CHIA;57;62;60;57;61;61;72;77;B1;106823
SABER1120121000581;F;11001;BOGOTÁ D.C.;50;59;36;32;46;42;47;77;B1;106849
SABER1120121000582;F;11001;BOGOTÁ D.C.;68;60;56;45;51;59;49;72;B1;106856
SABER1120121000583;M;11001;BOGOTÁ D.C.;66;83;62;67;69;66;76;88;B+;106864
SABER1120121000584;F;11001;BOGOTÁ D.C.;63;63;53;60;56;63;69;92;B+;106872
SABER1120121000585;F;11001;BOGOTÁ D.C.;68;57;51;50;51;56;57;83;B+;106880
SABER1120121000586;M;11001;BOGOTÁ D.C.;68;62;60;47;44;51;59;77;B1;106898
SABER1120121000587;M;11001;BOGOTÁ D.C.;61;55;51;48;47;59;46;80;B1;106914
SABER1120121000588;F;11001;BOGOTÁ D.C.;65;54;56;54;58;59;51;88;B+;97923
SABER1120121000589;M;11001;BOGOTÁ D.C.;76;115;64;67;78;77;105;92;B+;97972
SABER1120121000590;F;11001;BOGOTÁ D.C.;50;78;62;63;58;66;81;96;B+;98012
SABER1120121000591;F;11001;BOGOTÁ D.C.;71;62;64;71;61;59;65;88;B+;98046
SABER1120121000592;F;11001;BOGOTÁ D.C.;63;75;47;46;60;56;69;88;B+;98079
SABER1120121000593;F;11001;BOGOTÁ D.C.;63;59;56;55;51;54;66;72;B1;98095
SABER1120121000594;M;11001;BOGOTÁ D.C.;46;68;55;32;48;58;59;80;B1;104273
SABER1120121000595;M;11001;BOGOTÁ D.C.;66;117;60;57;73;66;72;96;B+;104299
SABER1120121000596;M;11001;BOGOTÁ D.C.;54;57;50;46;60;54;71;88;B+;104307
SABER1120121000597;M;11001;BOGOTÁ D.C.;50;72;57;52;63;63;72;88;B+;104315
SABER1120121000598;M;11001;BOGOTÁ D.C.;59;83;60;63;63;71;76;83;B+;104414
SABER1120121000599;M;11001;BOGOTÁ D.C.;69;89;60;63;69;77;76;92;B+;91181
SABER1120121000600;M;11001;BOGOTÁ D.C.;63;91;65;61;66;80;99;96;B+;132993
SABER1120121000601;M;11001;BOGOTÁ D.C.;61;83;66;68;68;68;87;83;B+;132639
SABER1120121000602;F;11001;BOGOTÁ D.C.;59;74;64;60;70;66;69;92;B+;132647
SABER1120121000603;F;11001;BOGOTÁ D.C.;56;63;53;55;49;62;63;96;B+;132654
SABER1120121000604;F;11001;BOGOTÁ D.C.;61;51;60;53;51;50;57;77;B1;132670
SABER1120121000605;M;11001;BOGOTÁ D.C.;61;59;60;42;53;57;72;83;B+;132688
SABER1120121000606;M;11001;BOGOTÁ D.C.;59;66;53;48;53;60;65;77;B1;132696
SABER1120121000607;F;11001;BOGOTÁ D.C.;66;49;46;50;51;59;66;77;B1;132712
SABER1120121000608;F;11001;BOGOTÁ D.C.;61;65;56;63;66;70;60;77;B1;132753
SABER1120121000609;M;11001;BOGOTÁ D.C.;48;69;55;41;56;53;72;83;B+;132761
SABER1120121000610;F;25175;CHIA;59;57;56;55;60;52;54;96;B+;132944
SABER1120121000611;M;11001;BOGOTÁ D.C.;58;57;57;60;67;71;74;100;B+;132977
SABER1120121000612;F;11001;BOGOTÁ D.C.;56;57;57;56;59;54;64;96;B+;133041
SABER1120121000613;F;11001;BOGOTÁ D.C.;60;51;59;56;59;54;51;77;B1;133058
SABER1120121000614;F;25175;CHIA;62;72;60;60;51;58;67;88;B+;133066
SABER1120121000615;M;11001;BOGOTÁ D.C.;56;66;57;49;64;62;67;92;B+;131045
SABER1120121000616;F;11001;BOGOTÁ D.C.;65;57;53;45;57;56;51;92;B+;131052
SABER1120121000617;F;11001;BOGOTÁ D.C.;65;54;53;41;53;56;48;88;B+;131060
SABER1120121000618;M;11001;BOGOTÁ D.C.;67;66;64;56;75;71;61;100;B+;131078
SABER1120121000619;F;11001;BOGOTÁ D.C.;54;51;46;53;42;52;44;96;B+;131086
SABER1120121000620;F;11001;BOGOTÁ D.C.;66;83;55;55;60;62;68;80;B1;131094
SABER1120121000621;F;11001;BOGOTÁ D.C.;59;60;48;43;42;52;55;75;B1;131102
SABER1120121000622;F;11001;BOGOTÁ D.C.;52;65;49;58;51;56;57;83;B+;131110
SABER1120121000623;F;11001;BOGOTÁ D.C.;59;51;53;41;48;58;49;96;B+;131128
SABER1120121000624;F;11001;BOGOTÁ D.C.;66;59;60;65;55;54;57;88;B+;131136
SABER1120121000625;F;11001;BOGOTÁ D.C.;54;66;55;57;58;59;54;83;B+;131151
SABER1120121000626;M;11001;BOGOTÁ D.C.;63;78;57;61;53;60;66;80;B1;131169
SABER1120121000627;M;11001;BOGOTÁ D.C.;61;66;55;68;53;56;62;96;B+;131185
SABER1120121000628;F;11001;BOGOTÁ D.C.;61;71;62;58;66;62;57;92;B+;131193
SABER1120121000629;F;11001;BOGOTÁ D.C.;52;57;49;34;49;50;50;72;B1;131250
SABER1120121000630;F;11001;BOGOTÁ D.C.;66;68;53;63;61;66;59;92;B+;125674
